departure_airport_name,departure_airport_code,departure_city_name,departure_city_code,departure_city_longitude,departure_city_latitude,departure_country_name,departure_country_code,arrival_airport_name,arrival_airport_code,arrival_city_name,arrival_city_code,arrival_city_longitude,arrival_city_latitude,arrival_country_name,arrival_country_code,airline_name,airline_assured_name,stopover_count,stopover_city_name,stopover_city_code,stopover_city_longitude,stopover_city_latitude,stopover_airport_name,stopover_airport_code,stopover_country,distance,type
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport International Ben Gurion,TLV,Tel-Aviv,TLV,34.78,32.07,Israël,IL,Transavia France,,0,,,,,,,,3288,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Makedonia,SKG,Thessalonique,SKG,22.97,40.64,Grèce,GR,Transavia France,,0,,,,,,,,1862,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Thira,JTR,Thira,JTR,25.48,36.4,Grèce,GR,Transavia France,,0,,,,,,,,2326,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Rinas,TIA,Tirana,TIA,19.83,41.33,Albanie,AL,Transavia France,,0,,,,,,,,1584,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Tivat,TIV,Tivat,TIV,18.73,42.4,Monténégro,ME,Transavia France,,0,,,,,,,,1453,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport d' Haneda,HND,Tokyo,TYO,139.69,35.66,Japon,JP,Air France,,0,,,,,,,,9717,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Narita,NRT,Tokyo,TYO,139.69,35.66,Japon,JP,Air France,,0,,,,,,,,9720,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International Pearson,YYZ,Toronto,YTO,-79.38,43.68,Canada,CA,Air France,,0,,,,,,,,6025,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport d' Hyeres,TLN,Toulon,TLN,5.93,43.1,France,FR,Air France,HOP!,0,,,,,,,,692,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport d' Hyeres,TLN,Toulon,TLN,5.93,43.1,France,FR,Air France,,0,,,,,,,,692,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Blagnac,TLS,Toulouse,TLS,1.44,43.63,France,FR,Air France,,0,,,,,,,,605,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Blagnac,TLS,Toulouse,TLS,1.44,43.63,France,FR,Air France,,0,,,,,,,,571,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Carthage,TUN,Tunis,TUN,10.17,36.85,Tunisie,TN,Air France,,0,,,,,,,,1489,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Carthage,TUN,Tunis,TUN,10.17,36.85,Tunisie,TN,Transavia France,,0,,,,,,,,1468,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Citta Di Torino,TRN,Turin,TRN,7.65,45.07,Italie,IT,Air France,Cityjet,0,,,,,,,,573,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Citta Di Torino,TRN,Turin,TRN,7.65,45.07,Italie,IT,Air France,HOP!,0,,,,,,,,573,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Valencia,VLC,Valence,VLC,-0.38,39.47,Espagne et Îles Canaries,ES,Transavia France,,0,,,,,,,,1053,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International Vancouver,YVR,Vancouver,YVR,-123.11,49.26,Canada,CA,Air France,,0,,,,,,,,7934,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Frederic Chopin,WAW,Varsovie,WAW,21.01,52.23,Pologne,PL,Air France,,0,,,,,,,,1344,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Marco Polo,VCE,Venise,VCE,12.35,45.44,Italie,IT,Air France,,0,,,,,,,,837,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Marco Polo,VCE,Venise,VCE,12.35,45.44,Italie,IT,Transavia France,,0,,,,,,,,837,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Verona,VRN,Vérone,VRN,10.99,45.47,Italie,IT,Transavia France,,0,,,,,,,,745,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International Vienna,VIE,Vienne,VIE,16.37,48.21,Autriche,AT,Air France,,0,,,,,,,,1036,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport International Vienna,VIE,Vienne,VIE,16.37,48.21,Autriche,AT,Transavia France,,0,,,,,,,,1051,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International Dulles,IAD,"Washington, DC",WAS,-77.03,38.9,États-Unis d'Amérique,US,Air France,,0,,,,,,,,6204,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Wuhan,WUH,Wuhan,WUH,114.32,30.59,Chine,CN,Air France,,0,,,,,,,,8876,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Nsimalen,NSI,Yaoundé,YAO,11.52,3.83,Cameroun,CM,Air France,,1,Bangui,BGF,18.52,4.4,Aéroport de Bangui,BGF,République centrafricaine,5114,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Nsimalen,NSI,Yaoundé,YAO,11.52,3.83,Cameroun,CM,Air France,,0,,,,,,,,5114,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Zadar,ZAD,Zadar,ZAD,15.23,44.1,Croatie,HR,Transavia France,,0,,,,,,,,1120,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Pleso,ZAG,Zagreb,ZAG,15.98,45.81,Croatie,HR,Air France,,0,,,,,,,,1080,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Pleso,ZAG,Zagreb,ZAG,15.98,45.81,Croatie,HR,Air France,HOP!,0,,,,,,,,1080,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Zurich,ZRH,Zurich,ZRH,8.55,47.37,Suisse,CH,Air France,,0,,,,,,,,476,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport d' Aalborg,AAL,Aalborg,AAL,9.92,57.05,Danemark,DK,KLM,KLM Cityhopper,0,,,,,,,,624,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Vigra,AES,Aalesund,AES,6.15,62.47,Norvège,NO,KLM,KLM Cityhopper,0,,,,,,,,1144,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Dyce,ABZ,Aberdeen,ABZ,-2.09,57.15,Royaume-Uni,GB,KLM,KLM Cityhopper,0,,,,,,,,703,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Dyce,ABZ,Aberdeen,ABZ,-2.09,57.15,Royaume-Uni,GB,KLM,,0,,,,,,,,703,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport International Abu Dhabi,AUH,Abou Dhabi,AUH,54.37,24.43,Émirats arabes unis,AE,KLM,,0,,,,,,,,5197,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Kotoka,ACC,Accra,ACC,-0.17,5.6,Ghana,GH,KLM,,0,,,,,,,,5219,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport d' Agadir Almassira,AGA,Agadir,AGA,-9.6,30.43,Maroc,MA,Transavia,,1,Marrakech,RAK,-8.04,31.61,Aéroport de Menara,RAK,Maroc,2707,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport d' Agadir Almassira,AGA,Agadir,AGA,-9.6,30.43,Maroc,MA,Transavia,,0,,,,,,,,2707,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Campo Dell Oro,AJA,Ajaccio,AJA,8.74,41.92,France,FR,Transavia,,0,,,,,,,,1196,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport d' Alicante,ALC,Alicante,ALC,-0.57,38.28,Espagne et Îles Canaries,ES,Transavia,,0,,,,,,,,1614,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport d' Alicante,ALC,Alicante,ALC,-0.57,38.28,Espagne et Îles Canaries,ES,KLM,,0,,,,,,,,1614,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport d' Almaty,ALA,Almaty,ALA,76.91,43.26,Kazakhstan,KZ,KLM,,0,,,,,,,,5261,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport d' Almaty,ALA,Almaty,ALA,76.91,43.26,Kazakhstan,KZ,KLM,,1,Astana,TSE,71.43,51.17,Aéroport d' Astana,TSE,Kazakhstan,5261,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport d' Almeria,LEI,Almería,LEI,-2.46,36.84,Espagne et Îles Canaries,ES,Transavia,,0,,,,,,,,1811,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport d' Antalya,AYT,Antalya,AYT,30.71,36.91,Turquie,TR,Transavia,,0,,,,,,,,2657,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Reina Beatrix,AUA,Aruba,AUA,-70.01,12.5,Aruba,AW,KLM,,0,,,,,,,,7887,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Reina Beatrix,AUA,Aruba,AUA,-70.01,12.5,Aruba,AW,KLM,,1,Bonaire,BON,-68.27,12.13,Aéroport International Flamingo,BON,"Bonaire, Saint Eustache et Saba",7887,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport d' Astana,TSE,Astana,TSE,71.43,51.17,Kazakhstan,KZ,KLM,,1,Almaty,ALA,76.91,43.26,Aéroport d' Almaty,ALA,Kazakhstan,4440,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport d' Astana,TSE,Astana,TSE,71.43,51.17,Kazakhstan,KZ,KLM,,0,,,,,,,,4440,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport International Eleftherios Venizelos,ATH,Athènes,ATH,23.73,37.98,Grèce,GR,Transavia,,0,,,,,,,,2184,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport International Eleftherios Venizelos,ATH,Athènes,ATH,23.73,37.98,Grèce,GR,KLM,,0,,,,,,,,2184,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport International Hartsfield-Jackson Atlanta,ATL,"Atlanta, GA",ATL,-84.43,33.75,États-Unis d'Amérique,US,KLM,,0,,,,,,,,7073,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport International Bahrain,BAH,Bahreïn,BAH,50.56,26.07,Bahreïn,BH,KLM,,1,Doha,DOH,51.57,25.26,Aéroport de Doha,DOH,Qatar,4780,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport International Bahrain,BAH,Bahreïn,BAH,50.56,26.07,Bahreïn,BH,KLM,,1,Koweït,KWI,47.98,29.37,Aéroport International Kuwait,KWI,Koweït,4780,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport International Bahrain,BAH,Bahreïn,BAH,50.56,26.07,Bahreïn,BH,KLM,,0,,,,,,,,4780,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport International Suvarnabhumi,BKK,Bangkok,BKK,100.52,13.73,Thaïlande,TH,KLM,,0,,,,,,,,9217,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Barcelona,BCN,Barcelone,BCN,2.17,41.39,Espagne et Îles Canaries,ES,Transavia,,0,,,,,,,,1242,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Barcelona,BCN,Barcelone,BCN,2.17,41.39,Espagne et Îles Canaries,ES,KLM,,0,,,,,,,,1242,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Palese,BRI,Bari,BRI,16.87,41.14,Italie,IT,Transavia,,0,,,,,,,,1540,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Capital,PEK,Beijing,BJS,116.41,39.9,Chine,CN,KLM,,0,,,,,,,,7836,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Belfast City,BHD,Belfast,BFS,-5.92,54.58,Royaume-Uni,GB,KLM,KLM Cityhopper,0,,,,,,,,750,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Beograd,BEG,Belgrade,BEG,20.46,44.82,Serbie,RS,Transavia,,0,,,,,,,,1411,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Flesland,BGO,Bergen,BGO,5.32,60.39,Norvège,NO,KLM,,0,,,,,,,,890,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Flesland,BGO,Bergen,BGO,5.32,60.39,Norvège,NO,KLM,KLM Cityhopper,0,,,,,,,,890,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Roumanieres,EGC,Bergerac,EGC,0.48,44.85,France,FR,Transavia,,0,,,,,,,,888,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Tegel,TXL,Berlin,BER,13.4,52.51,Allemagne,DE,KLM,,0,,,,,,,,579,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Tegel,TXL,Berlin,BER,13.4,52.51,Allemagne,DE,KLM,KLM Cityhopper,0,,,,,,,,579,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Bilbao,BIO,Bilbao,BIO,-2.92,43.3,Espagne et Îles Canaries,ES,KLM,,0,,,,,,,,1154,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Bilbao,BIO,Bilbao,BIO,-2.92,43.3,Espagne et Îles Canaries,ES,KLM,KLM Cityhopper,0,,,,,,,,1154,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Billund,BLL,Billund,BLL,9.15,55.74,Danemark,DK,KLM,KLM Cityhopper,0,,,,,,,,478,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Billund,BLL,Billund,BLL,9.15,55.74,Danemark,DK,KLM,,0,,,,,,,,478,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport International Birmingham,BHX,Birmingham,BHX,-1.84,52.52,Royaume-Uni,GB,KLM,,0,,,,,,,,443,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport International Birmingham,BHX,Birmingham,BHX,-1.84,52.52,Royaume-Uni,GB,KLM,KLM Cityhopper,0,,,,,,,,443,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Milas,BJV,Bodrum,BXN,27.43,37.04,Turquie,TR,Transavia,,0,,,,,,,,2448,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport d' Eldorado,BOG,Bogota,BOG,-74.08,4.6,Colombie,CO,KLM,,0,,,,,,,,8850,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Guglielmo Marconi,BLQ,Bologne,BLQ,11.29,44.53,Italie,IT,KLM,KLM Cityhopper,0,,,,,,,,990,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Guglielmo Marconi,BLQ,Bologne,BLQ,11.29,44.53,Italie,IT,KLM,,0,,,,,,,,990,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport International Flamingo,BON,Bonaire,BON,-68.27,12.13,"Bonaire, Saint Eustache et Saba",BQ,KLM,,1,Aruba,AUA,-70.01,12.5,Aéroport de Reina Beatrix,AUA,Aruba,7800,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport International Flamingo,BON,Bonaire,BON,-68.27,12.13,"Bonaire, Saint Eustache et Saba",BQ,KLM,,0,,,,,,,,7800,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Bordeaux,BOD,Bordeaux,BOD,-0.58,44.83,France,FR,KLM,KLM Cityhopper,0,,,,,,,,924,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Bordeaux,BOD,Bordeaux,BOD,-0.58,44.83,France,FR,KLM,,0,,,,,,,,924,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Bremen,BRE,Brême,BRE,8.79,53.05,Allemagne,DE,KLM,KLM Cityhopper,0,,,,,,,,283,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Bristol,BRS,Bristol,BRS,-2.59,51.45,Royaume-Uni,GB,KLM,KLM Cityhopper,0,,,,,,,,525,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de National,BRU,Bruxelles,BRU,4.35,50.85,Belgique,BE,KLM,KLM Cityhopper,0,,,,,,,,158,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de National,BRU,Bruxelles,BRU,4.35,50.85,Belgique,BE,KLM,,0,,,,,,,,158,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport International Otopeni,OTP,Bucarest,BUH,26.1,44.43,Roumanie,RO,KLM,,0,,,,,,,,1785,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Ferihegy,BUD,Budapest,BUD,19.04,47.5,Hongrie,HU,KLM,,0,,,,,,,,1168,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Ministro Pistarini,EZE,Buenos Aires,BUE,-58.38,-34.6,Argentine,AR,KLM,,0,,,,,,,,11473,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport d' Elmas,CAG,Cagliari,CAG,9.12,39.25,Italie,IT,KLM,KLM Cityhopper,0,,,,,,,,1490,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport International Calgary,YYC,Calgary,YYC,-114.02,51.05,Canada,CA,KLM,,0,,,,,,,,7176,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport d' Alfonso B. Aragon,CLO,Cali,CLO,-76.52,3.42,Colombie,CO,KLM,,1,Bogota,BOG,-74.08,4.6,Aéroport d' Eldorado,BOG,Colombie,9104,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Cardiff-Wales,CWL,Cardiff,CWL,-3.18,51.48,Royaume-Uni,GB,KLM,KLM Cityhopper,0,,,,,,,,566,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Rafael Nunez,CTG,Cartagena,CTG,-75.51,10.45,Colombie,CO,KLM,,1,Bogota,BOG,-74.08,4.6,Aéroport d' Eldorado,BOG,Colombie,8439,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Mohamed V,CMN,Casablanca,CAS,-7.58,33.56,Maroc,MA,Transavia,,0,,,,,,,,2330,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Fontanarossa,CTA,Catane,CTA,15.1,37.51,Italie,IT,Transavia,,0,,,,,,,,1836,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Fontanarossa,CTA,Catane,CTA,15.1,37.51,Italie,IT,KLM,,0,,,,,,,,1836,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Chambery,CMF,Chambéry,CMF,5.88,45.56,France,FR,Transavia,,0,,,,,,,,747,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Chengdu,CTU,Chengdu,CTU,104.07,30.57,Chine,CN,KLM,,0,,,,,,,,7950,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport International O'Hare,ORD,"Chicago, IL",CHI,-87.65,41.85,États-Unis d'Amérique,US,KLM,,0,,,,,,,,6619,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport d' Aulnat,CFE,Clermont-Ferrand,CFE,3.09,45.79,France,FR,Air France,HOP!,0,,,,,,,,735,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport International Bandaranayake,CMB,Colombo,CMB,79.87,6.92,Sri Lanka,LK,KLM,,0,,,,,,,,8377,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Vincent Magliocco Airport,CIY,Comiso,CIY,14.61,36.99,Italie,IT,Transavia,,0,,,,,,,,1870,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Copenhagen,CPH,Copenhague,CPH,12.57,55.68,Danemark,DK,KLM,,0,,,,,,,,634,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Copenhagen,CPH,Copenhague,CPH,12.57,55.68,Danemark,DK,KLM,KLM Cityhopper,0,,,,,,,,634,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport d' I. Kapodistrias,CFU,Corfou,CFU,19.83,39.6,Grèce,GR,Transavia,,0,,,,,,,,1830,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport International J. Paul II Balice,KRK,Cracovie,KRK,19.94,50.08,Pologne,PL,KLM,KLM Cityhopper,0,,,,,,,,1075,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport d'Hato,CUR,Curaçao,CUR,-68.96,12.19,Curaçao,CW,KLM,,0,,,,,,,,7842,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Dalaman,DLM,Dalaman,DLM,28.78,36.72,Turquie,TR,Transavia,,0,,,,,,,,2556,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport de Dalaman,DLM,Dalaman,DLM,28.78,36.72,Turquie,TR,Transavia,,1,Antalya,AYT,30.71,36.91,Aéroport d' Antalya,AYT,Turquie,2556,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport International King Fahad,DMM,Dammam,DMM,49.98,26.39,Arabie saoudite,SA,KLM,,0,,,,,,,,4711,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport International King Fahad,DMM,Dammam,DMM,49.98,26.39,Arabie saoudite,SA,KLM,,1,Koweït,KWI,47.98,29.37,Aéroport International Kuwait,KWI,Koweït,4711,LineString
Aéroport d' Amsterdam-Schiphol,AMS,Amsterdam,AMS,4.9,52.37,Pays-Bas,NL,Aéroport International Dar Es Salaam,DAR,Dar Es Salaam,DAR,39.27,-6.82,Tanzanie,TZ,KLM,,1,Kilimandjaro,JRO,37.35,-3.07,Aéroport de Kilimanjaro,JRO,Tanzanie,7353,LineString
